,labels,context
10,1,이미지 출처 연합뉴스 삼성 바이오 직스 MSD International Business 2768억 2938만원 규모 의약품 위탁 생산 계약 체결 했다고 4일 공시 했다 계약 금액 지난해 매출 액 1765 해당 하는 규모 계약 일자 7월 2일 계약 기간 7월 1일 2028년 12월 31일 까지다삼성바이로로직스는 계약 금액 고객 수 요 증가 3억 8186만달러 증가 할 수 있다고 덧붙였다
11,0,헤럴드경제 증권 부 성 바이오 직스 MSDMSD International Business GmbH 의약품 위탁 생산 계약 체결 했다고 4일 공시 했다 계약 금액 2768억 2938만원 이는 2021년 매출 대비 1765 해당 하는 규모 계약 기간 2028년 12월 31일 까지다
12,1,파이낸셜뉴스 성 바이오 직스 미국 제약기업 MSDMSD International Business GmbH 2768억 2938만원 규모 의약품 위탁 생산 공급 계약 체결 했다고 4일 공시 했다 계약금 매출 1765 규모 계약 기간 2028년 12월 31일 까지다 성 바이오 직스 해당 계약 지난해 9월 29일 공시 된 투자 판단 관련 주요 경 사항 대한 본 계약 체결 건 라며 계약 금액 고객 사의 수 요 증가 3억 8186만 달러 증가 할 수 있다고 전 했다
13,0,고객 수요 계약 금액 늘 수 있어 인천 송도 성 바이오 직스 사옥 뉴스 1 성 바이오 직스 207940 는 다국적 약사 MSD 머크앤드컴퍼니 약 2768억원 규모 의약품 위탁 생산 계약 체결 했다고 4일 공시 했다 삼성 바이오 직스 따르면 계약 지난해 9월 29일 공시 된 투자 판단 관련 주요 경 사항 대한 본계약 계약 금액 2768억 2938만원 지난해 의향 체결 당시 계약 금액 490억 6482만원 보다 약 2300억원 많다 계약 금액 성 바이오 직스 최근 매출 액 대비 1765 해당 다 삼성 바이오 직스 관계자 계약 금액 고객 사의 수요 증가 3억 8186만 달러 약 4955억원 늘어날 수 있다고 말 했다 삼성 바이오 직스 계약 상대 요청 자세한 계약 내용 공개 하지 않았다
14,0,작년 9월 의향 보다 2280억원 증액 성 바이오 직스 미국 머크 MSD 2768억원 규모 의약품 위탁 생산 계약 체결 했다고 4일 밝혔다 계약 금액 지난해 매출 1765 고 기간 2028년 까지다 작년 9월 의향 체결 이후 맺어진 본계약 의향 체결 당시 491억원 보다 약 2280억원 늘었다 성 바이오 직스 측은 계약 금액 고객 사의 수요 증가 4950억원 규모 증가 할 수 있다고 했다
15,0,침체 된 바이오 업종 반격 이끌 수 있을까 국내 증시 바이오 대 장주 할 수 있는 성 바이오 직스 셀트리온 하반기 힘 낼 수 있을지 관심 크다 성 바이오 직스 올 4분 기 4 공장 부분 가동 셀트리온 신제품 출시 시장 지배 강화 호재 기다리고 성 바이오 직스 셀트리온 주가 상승 탄력 받을 경우 바이오 업종 전반 활기 불어 넣을 수 지속 된 주가 하락 바이오 업종 밸류 션 매력 부각 될 만 됐단 평가 나온다 4일 증시 성 바이오 직스 전일 대비 1만원 128 오른 79만 1000원 장 마쳤다 셀트리온 전일 대비 500원 028 오른 17만 9500원 마감 했다 날 코스피지수 코스닥 지수 하락 했지만 두 종목 나란히 상승 하며 비교 탄탄한 체력 증명 했다 특히 지난해 꾸준히 하락 하며 많은 주주 아픔 준 셀트리온 최근 반등 눈 띈다 지난 5월 13만 9000원 떨어지며 52 주 신 저가 갈아 치운 뒤 최근 들어 주가 상승 탄력 붙었다 약 한 달 반 종가 기준 18만원 회복 눈앞 뒀다 최근 국내외 증시 높은 불확실 감안 하면 상대 주가 흐름 견조 편이 최근 셀트리온 강세 지속 된 주가 하락 따른 밸류 션 매력 부각 하반기 실적 개선 전망 신제품 출시 기대 반영 된 풀이 된다 최근 단기 반등 불구 현재 주가 2020년 12월 비교 하면 절반 가격 미치지 못 하는 수준 하반기 주력 제품 램 시마 SC 판매 확대 아바스 틴 바이오 시 밀러 바이오 의약품 복 제약 CTP 16 베 젤마 출시 실적 개선 가능할 예상 된다 이어 2023년 에도 미국 유 플라이 마 출시 호재 이어질 전망 증권 가에서도 지난해 셀트리온 목표 주가 지속 하향 조정 했는데 최근 들어 분위기 변했다 지난 6월 목표 주가 추가 낮추는 보고서 나오지 않고 반면 날 신 한 금융투자 목표 주가 22만원 올렸다 오랜 만 보는 셀트리온 목표 주가 상향 조정 삼성 바이오 직스 지난해 본격 된 바이오 업종 침체 상황 비교 견조 주가 흐름 유지 했다 지난해 8월 100만원 넘은 비교 하면 낮은 가격 증시 바이오 업종 급락 과정 상대 선방 했다 평가 할 수 시장 평가 우호 증권 가에선 성 바이오 직스 목표 주가 대체로 100만원 제시 세계 1 위 의약품 생산 능력 토대 실적 성장하고 있고 CDMO 위탁 개발 생산 역량 꾸준히 강해지고 있기 때문 올 4분 기엔 단일 공장 세계 최대 생산 능력 갖춘 4 공장 부분 가동 돌입 한다 글로벌 약 시장 확보 생산 경쟁력 대한 신뢰 꾸준한 증설 사업 영역 확대 지속 성장 토대 쌓고 이동건 원 재희 신 한 금융투자 연구원 2022년 하반기 약 바이오 주목 할 필요 있다며 최근 기관 수급 바이오 쪽 이동 하는 발견 했다고 조언 했다 이어 셀트리온 셀트리온 헬 스케 하반기 대형 바이오 투자 선택 아닌 필수 될 전망 며 수익 높은 북미 중심 신규 바이오 시 밀러 출시 이어지는 2023년 수익 개선 기 대감 지속 높아질 예상 했다두 연구원 성 바이오 직스 대해 내년 성 바이오 직스 반등 기대 된다며 올 10월 4 공장 부분 가동 예상 되는데 4 공장 선수 주 활동 우호 CDMO 업황 바탕 활발하게 이뤄지고 있다고 분석 했다 4 공장 가동 이후 실적 누적 수주 바탕 한 신 공장 착공 모멘텀 동력 가세 할 전망 며 4 공장 대한 추가 가치 상향 가능성 충분히 존재 한다고 평가 했다한 업계 관계자 성 바이오 직스 셀트리온 글로벌 시장 확보 경쟁력 바탕 탄탄한 이익 창 출 능력 갖췄단 점 국내 신약 개발 바이오 차별 점 있다며 그럼에도 국내 증시 바이오 대표 격인 두 기업 하반기 좋은 모습 보여준다면 업종 전체 움직이는 경향 있는 바이오 대한 기 대감 살아날 가능성 있다고 말 했다
16,1,셀트 삼바 파이프라인 겹 쳐 경쟁 구도 형성 알보 텍휴 미라 고 농도 인터 체인 블 바이 시 밀러 AVT 02 개발 유럽연합 기승 미국 판매 승인 심사 中 레빅 CEO 미라 온전히 대체 비교우위 확보 2025년 5 개 약물 출시 목표 연매출 8억 달러 전망 이데일리 김진호 기자 미국 알보텍 셀트리온 068270 이나 성 바이오 직스 207940 국내 제약 바이오 기업 라이벌 떠오른 바이오 시 밀러 전문 개발 사다 알보텍 자사 주력 제품 미라 성분 아달리무맙 바이오 시 밀러 후보 물질 국내외 경쟁 사를 압도 할 수 있다고 최근 회사 미국 아이슬란드 주식 시장 연달 상장 되면서 업계 관심 쏟아지고 6일 서울 영등포구 63 빌딩 컨벤션 센터 열린 알보 텍 기자간담회 마크 레빅 Mark Levick 알보 텍 CEO 는 셀트리온 성 바이오 직스 있는 한국 바이오 시 밀러 시장 특별한 지위 올라 있다라며 경쟁 구도 계속 거론 되고 있지만 충분한 경쟁력 확보 있다고 판단 한다고 했다 마크 레빅 알보 텍 CEO 6일 서울 영등포구 63 빌딩 컨벤션 센터 열린 기자간담회 회사 사업 전략 대해 설명 공 공 김진호 기자 알보 텍 알보 젠 창업 로버트 웨스 2013년 아이슬란드 설립 기업 지난 16일 회사 미국 나스닥 NASDAQ 한주 뒤 23일 에는 아이슬란드 퍼스트 노스 로스 마켓 상장 하는데 성공했다 알보텍 두 나라 증시 동시 상장 된 최초 기업 된 알보텍 미국 애브비 자가면역질환 치료 미라 바이오 시 밀러 AVT 02 개발 해 현재 유럽연합 캐나다 영국 사용 승인 획득 했다 회사 따르면 AVT 02 는 고 농도 인터 체인 져블 바이오 시 밀러 인터 체인 져블 바이오 시 밀러 리지 널 약동학 동등 하다고 평가 된 물질 약국 의사 처방 리지 널 의약품 대신 처방 할 수 알보 텍 측은 지난해 12월 AVT 02 대한 허가 승인 신청서 미국 식품 약국 FDA 제출 했다 레빅 CEO 는 AVT 02 허가 신청 건 대한 FDA 결론 올해 하반기 나올 라며 최근 애브비 특허 분쟁 마무리 해 FDA 심사 결과 내년 7월 1일 출시 할 수 있을 전망 있다고 말 했다하지만 지난해 12월 이미 독일 베 링거 인겔하임 개발 실테 FDA 미라 농도 인터 체인 블 바이오 시 밀러 승인 된 바 대해 레빅 CEO 는 농도 보다 고 농도 바이오 시 밀러 개발 하기가 까다롭다 리지 널 후보 물질 여러 번 교체 해 실험 하기 때문 4000만 달러 한화 약 520억원 이상의 비용 든다며 절차 거쳐 AVT 02 고 농도 인터 체인 블 바이어 시 밀러 로서 유 의미 데이터 확보 말 했다 이어 현재 미라 시장 85 고 농도 제품 차지 출시 하게 될 내년 상반기 이후 비중 90 이를 며 베 링거 인겔하임 셀트리온 국내외 경쟁 사를 따돌릴 수 있을 말 했다 일반 미라 바이오 시 밀러 셀트리온 유 플라이 마나 성 바이오 피스 하드 리마 경쟁 승리 할 수 있다는 얘기 알보 텍 미라 판매 위해 미국 테바 파마 슈티컬즈 유럽 스타 일본 후지 파마 현지 약사 파트너 맺고 레빅 CEO 는 회사 자체 인력 연구 임 집중 판매 해당 지역 유통 잘 할 수 있는 기업 물색해 마일 스톤 받고 판권 넘기는 방식 전략 마련 했다고 설명 했다 회사 따르면 현재 자사 개발 중인 20 종 바이오 시 밀러 후보 물질 판권 이전 파트너 계약 통해 약 10억 7500만 달러 한화 약 1조 4000억원 확보 확인 됐다 의약품 시장조사 업체 벨루 트 파마 2020년 기준 200억 달러 당시 한화 약 22조 8000억원 달하는 미라 세계 매출 바이오 시 밀러 등장 2026년 경 145억 달러 한화 약 18조 9000억원 수준 급감 할 전망 바 한편 알보텍 막바지 개발 작업 진행 중인 약물 후보 물질 미국 얀 센의 자가면역질환 치료 스텔라 성분 우스테 키누맙 바이오 시 밀러 AVT 04 도 있다지난 5월 알보텍 AVT 04 임 3 상 결과 발표 하며 리지 널 약동학 차이 없다는 확인 했다고 밝힌 바 셀트리온 동아 에스티 170900 성 바이오 피스 CTP 42 DMB 3115 SB 17 스텔라 바이오 시 밀러 후보 물질 확보 해 글로벌 임 3 상 진행 하는 중이 여러 물질 개발 알보텍 국내 제약 바이오 기업 경쟁 구도 형성 있는 셈 알보텍 얀 센의 자가면역질환 치료 심퍼니 성분 고 리무 맙 미국 리제 론 파마 슈티컬스 황반변성 치료 리아 성분 애플 리버 셉트 미국 암 젠 골다공증 치료 프 롤리 성분 데 노수 맙 관련 바이오 시 밀러 추가 확보 해 개발 중인 알려졌다 레빅 CEO 는 AVT 02 AVT 04 포함 해 8 개 핵심 바이오 시 밀러 후보 물질 보유 있다며 2025년 5 개 물질 출시 연매출 약 8억 달러 한화 약 1조 400억원 달성 할 수 있을 분석 있다고 말 했다
17,0,셀트리온 2분 기 매출 20 추정 성 바이오 10 증가 기 대 바이오 시 밀러 CDMO 사업 경기 침체 우려 고속 성장 K 바이오 대장 주인 셀트리온 성 바이오 직스 나란히 사상 첫 연매출 2조원 돌파 눈앞 두고 경기 침체 우려 속 바이오 시 밀러 바이오 의약품 복 제약 시장점유율 확대 위탁 개발 생산 CDMO 사업 호조 올해 두 자릿수 성장 세 기록 할 전망 나온다 7일 금융 정보 업체 에프 앤 가이드 따르면 셀트리온 올 2분 기 매출 컨센서스 증권사 평균 추정 치는 5222억원 이다 지난해 같은 기간 21 증가 수준 증권 가에선 하반기 셀트리온 매출 가파르 증가 해 올해 연간 2조원 뛰어넘을 전망 우세하다 에프 앤 가이드 집계 셀트리온 연간 매출 컨센서스 2조 1923억원 연결 재무제표 기준 기 대주 램 시마 SC 시장 안착 영향 램 시마 SC 는 자가면역질환 치료 바이오 시 밀러 램 시마 피하 주사 SC 형 개량 제품 2019년 말 유럽 먼저 품목 허가 받았지만 기대 매출 나오지 않아 아픈 손가락 꼽혔다 최근 들어 병원 갈 필요 없이 환자 스스로 투약 할 수 있다는 장점 부각 되면서 처방량 늘 램 시마 SC 는 2분 기에 지난해 동기 23 배 가량 증가 500억원 대의 매출 냈을 추정 된다 정맥주사 제품 램 시마 시장 점유 율도 꾸준히 상승 램 시마 올 4월 세계 최대 바이오 의약품 시장 미국 294 점유 율 기록 했다 1년 137 포인트 높아졌다 하반기 베 젤마 출격 예정 돼 베 젤 마는 슈가 개발 블록버스터 항암제 아바스 틴 바이오 시 밀러 글로벌 시장 규모 8조 3300억원 달 다 베 젤 마는 최근 유럽 의약품 청 EMA 산하 약물 사용자 문 위원회 CHMP 판매승인 권고 받았다 CHMP 승인 권고 받으면 일반 2 개월 이내 승인 난다 삼성 바이오 직스 매출 전망 밝다 증권사 성 바이오 직스 2분 기에 4537억원 매출 냈을 추정 1년 전보 10 증가 수준 연간 매출 컨센서스 지난해 1조 5680억원 보다 30 증가 2조 569억원 집계 됐다오는 10월 부분 가동 시작 하는 4 공장 성장 모멘텀 될 예측 업계 성 바이오 직스 최근 CDMO 수 주 계약 맺은 물량 일부 4 공장 생산 할 보고 현재 13 공장 풀 가동 있어 서다 성 바이오 직스 최근 미국 머크 MSD 2277억원 규모 계약 맺었다 지난달 노바티스 처음 성 바이오 직스 위탁 생산 맡겼다
18,0,인천 송도 성 바이오 직스 본사 조선 DB 성 바이오 직스 지속 가능한 CDMO 위탁 개발 생산 기업 도약 선언 바이오 제약 업계 ESG 환경 사회 지배구조 경영 앞장선다 11일 성 바이오 직스 지난 1년 간의 ESG 경영 주요 성과 향후 계획 집약 ESG 보고 서구 지속 가능 경영 보고서 발간 했다고 밝혔다 지난해 첫 보고서 시작 올해 두번째 발간 된 보고서 더욱 적극 구체화 된 ESG 실천 목표 계획 담았다 삼성 바이오 직스 지속 가능한 삶 향 끊임없는 도전 Driven For A Sustainable Life 목표 아래 지속 가능한 환경 조성 환경 건강한 사회 구축 사회 책임 있는 비즈니스 활동 이행 거 버넌스 3 대 핵심 가치 선정 관련 9 가지 중점 영역 대한 세부 전략 수립 했다 먼저 성 바이오 직스 지속 가능한 환경 조성 일환 온실가스 배출 량 감축 주력 할 방침 지난해 온실가스 원 단위 배출량 전 대비 323 줄이는데 성공했으며 2026년 2021년 대비 직 간접 배출 온실가스 원 단위 배출량 543 밸류 체인 온실가스 원 단위 배출량 257 감축 한다는 목표 수립 했다 나아가 협력 물류 밸류 체인 배출 되는 온실가스 줄여 나가고 RE 100 이니셔티브 과학 기반 감축 목표 이니셔티브 SBTi 글로벌 기후변화 대응 움직임 적극 동참 할 계획 성 바이오 직스 ESG 경영 본격 지난 해 한국 기업 지배구조 KCGS ESG 평가 바이오 의약품 전문 기업 최초 통합 A 등급 획득 하는 한편 글로벌 ESG 평가 다우존스 지 속 가능 경 지수 전 세계 시가총액 상위 2500 개 기업 중 ESG 경영 수준 상위 10 기업 주어지는 DJSI 월드 지수 편입 되는 성과 인정받고 특히 통합 영향 측정 관리 TIMM 방법론 적용 해 측정 결과 성 바이오 직스 2021년 한 해 창 출한 사회 가치 규모 총 1조 6000억원 이르는 나타났다 존림 성 바이오 직스 대표 ESG 대한 당사 선제 대응 아직 초기 단계 머물러 있는 CDMO 업계 ESG 도입 촉진 확산 하는 기 폭제 되길 기대한다며 앞 인류 건강 안전 환경 보호 하기 위 혁신 지속 하며 지속 가능한 CDMO ESG 선도 기업 도약 하겠다고 말 했다
19,0,지속 가능 경영 보고서 발간 심성 바이오 직스 ESG 보고서 표지 뉴스 1 서울 뉴스 1 김태환 기자 성 바이오 직스 지난 1년 간의 ESG 경영 주요 성과 향후 계획 집약 ESG 보고서 속 가능 경영 보고서 발간 했다고 11일 밝혔다 올해 두번째 발간 된 보고서 지속 가능한 삶 향 끊임없는 도전 Driven For A Sustainable Life 미션 아래 9 가지 중점 영역 대한 세부 전략 수립 했다 특히 통합 영향 측정 관리 TIMM 방법론 적용 해 측정 결과 성 바이오 직스 지난 2021년 한 해 창 출한 사회 가치 규모 총 1조 6000억원 이르는 나타났다 TIMM 는 영국 회계 컨설팅 기업 프라 이스 워터 하우스 쿠 퍼스 PwC 사업 활동 이해관계자 미치는 영향 과정 종합 분석 해 만든 사회 가치 측정 방식 삼성 바이오 직스 지난해 온실가스 원 단위 배출량 전 대비 323 줄이는데 성공했다 영국 왕실 주도 기후변화 대응 이니셔티브 SMI 지 속 가능 시장 계획 위원회 CDMO 업계 대표 참여 해 공급망 탄소 배출 량 절감 방안 모색 했다 올해 2026년 2021년 대비 직 간접 배출 온실가스 원 단위 배출량 543 밸류 체인 온실가스 원 단위 배출량 257 감축 한다 협력 상생 경영 목표 한 ESG 동반 성장 시스템 구축 한다 존림 대표 앞 인류 건강 안전 환경 보호 하기 위 혁신 지속 하며 지속 가능한 CDMO ESG 선도 기업 도약 하겠다고 말 했다
20,1,두 ESG 보고서 발간 지속 가능한 CDMO 기업 도약 선언 삼성 바이오 직스 3 공 장삼 바이오 직스 제공 재판매 DB 금지 서울 연합뉴스 김잔디 기자 성 바이오 직스 지난해 1조 6천억원 규모 사회 가치 창 출 했다며 지속 가능한 CDMO 위탁 개발 생산 기업 도약 하겠다고 선언 했다 11일 성 바이오 직스 지난 1년 간의 ESG 환경 사회 지배구조 경영 성과 향후 계획 집약 두 ESG 보고 서구 지속 가능 경영 보고서 발간 하며 이같이 밝혔다 성 바이오 직스 ESG 경영 본격 화하면서 지난해 한국 기업 지배구조 KCGS ESG 평가 바이오 의약품 전문 기업 최초 통합 A 등급 획득 바 특히 외부 개발 통합 영향 측정 관리 TIMM 방법론 적용 결과 성 바이오 직스 2021년 한 해 창 출한 사회 가치 규모 총 1조 6천억원 달 했다고 회사 밝혔다 분석 방법 영국 회계 컨설팅 기업 프라 이스 워터 하우스 쿠 퍼스 PwC 사업 활동 이해관계자 미치는 영향 과정 분석 해 만든 사회 가치 측정 방식 성 바이오 직스 보고서 지속 가능한 삶 향 끊임없는 도전 주제 지속 가능한 환경 조성 환경 건강한 사회 구축 사회 책임 있는 비즈니스 활동 이행 거 버넌스 3 대 핵심 가치 선정 해 추진 하겠다고 밝혔다 성 바이오 직스 지속 가능한 환경 조성 하기 위해 온실가스 배출 량 감축 주력 한다 회사 지난해 경제활동 대비 온실가스 배출량 나타내는 온실가스 원 단위 배출량 전 대비 323 줄이는 데 성공했고 2026년 온실가스 원 단위 배출량 2021년 대비 543 줄인다는 목표 세웠다 건강한 사회 구축 하기 위 해서는 협력 상생 경영 목표 잡았다 회사 ESG 관련 협력 행동 규범 강화하고 핵심 협력 대해 서는 ESG 진단 실사 수행 중대 재해 근절 목표 태스크포스 TF 설치 공정 위험성 평가 위험 작업 집중 관리 잠재 위험 발굴 개선 나섰다 사회 약자 돌보기 위 장학금 의료 비 지원 사회 공헌 활동 활발히 전개 책임 있는 비즈니스 활동 위해 지난해 ESG 위원회 신설 해 관련 정책 수립 감독 기능 강화하고 감사 위원회 중심 내부통제 전문화 독립성 강화 위해 내 부회 평가 그룹 감사 위원회 직속 신설 했다 존림 성 바이오 직스 대표 ESG 대한 선제 대응 아직 초기 단계 머물러 있는 CDMO 업계 ESG 도입 촉진 확산 하는 기 폭제 되길 기대한다며 앞 인류 건강 안전 환경 보호 하기 위 혁신 지속 하며 지속 가능한 CDMO ESG 선도 기업 도약 하겠다고 말 했다 서울 연합뉴스 성 바이오 직스 ESG 보고서 표지 이미지 20220711 성 바이오 직스 제공 재판매 DB 금지 jandiynacokr
21,0,ESG 경 본격 1년 성과 실천 계획 집약 16조원 규모 사회 가치 창 출 존림 대표 ESG 선도 기업 도약 할 성 바이오 직스 ESG 보고서 표지 이미지 자료 성 바이오 직스 이데일리 나은경 기자 성 바이오 직스 207940 지속 가능한 CDMO 위탁 개발 생산 기업 도약 선언 바이오 제약 업계 ESG 환경 사회 지배구조 경영 앞장 선다 삼성 바이오 직스 지난 1년 간의 ESG 경영 주요 성과 향후 계획 집약 ESG 보고서 옛 지속 가능 경영 보고서 발간 했다고 11일 밝혔다 지난해 첫 보고서 시작 올해 두번째 발간 된 보고서 구체화 된 성 바이오 직스 ESG 실천 목표 계획 담았다 삼성 바이오 직스 지속 가능한 삶 향 끊임없는 도전 Driven For A Sustainable Life 미션 아래 지속 가능한 환경 조성 환경 건강한 사회 구축 사회 책임 있는 비즈니스 활동 이행 거 버넌스 3 대 핵심 가치 선정 9 가지 중점 영역 대한 세부 전략 수립 했다 먼저 성 바이오 직스 지속 가능한 환경 조성 일환 온실가스 배출 량 감축 주력 할 방침 지난해 온실가스 원 단위 배출량 전 대비 323 줄이는 데 성공했으며 2026년 2021년 대비 직 간접 배출 온실가스 원 단위 배출량 543 가치 사슬 내 온실가스 원 단위 배출량 257 감축 한다는 목표 수립 했다 나아가 협력 물류 밸류 체인 배출 되는 온실가스 줄여 나가는 한편 RE 100 이니셔티브 과학 기반 감축 목표 이니셔티브 SBTi 글로벌 기후변화 대응 움직임 동참 할 계획 현재 성 바이오 직스 영국 왕실 주도 기후변화 대응 이니셔티브 SMI CDMO 업계 대표 참여 해 공급망 탄소 배출 량 절감 방안 모색 중이 글로벌 탄소 정보공개 프로젝트 CDP 금융감독원 기후 환경 리스크 관리 모형 개발 프로젝트 프론티어 15 D 여러 기후변화 대응 활동 적극 참여 건강한 사회 구축 하기 위 해서는 협력 상생 경영 목표 ESG 관련 협력 행동 규범 강화하고 진단 지표 개발 하며 핵심 협력 대해 서는 ESG 진단 실사 수행 중이 이를 통해 공급망 ESG 리스크 줄 협력 동반 성장 가능한 시스템 갖출 계획 협력 사를 포함 모든 임 직원 안전한 작업 환경 조성 하기 위 선제 대응 진행 중이 지난해 3월 24 개 부서 부서장 팀 리더 구성 된 중대 재해 근절 TF 설치 공정 위험성 평가 위험 작업 집중 관리 잠재 위험 발굴 개선 주력 인천 지역 소외 계층 청소년 대상 장학금 전달 난치병 환 우 의료 비 지원 사업인 천시 4 개 종합병원 연 계 바이오 원부 자재 기 자재 기부 인근 대학 청소년 바이오 아카데미 지원 지역 사회 발전 기여 사회 약자 돌보기 위 사회 공헌 활동 전개 중이 올해 삼성 관계 사회 공헌 프로그램 참여 해 드림 클래스 소득 가정 가정 중학생 진로 체험 캠프 희망 디딤돌 기관 보호 종료 청소년 정착 자림 지원 다문화 가정 아동 청소년 지원 노인 관련 지원 노인 빈곤 건강 인권 여가 사회 문제 해결 적극 추진 할 계획 책임 있는 비즈니스 활동 위해 실질 이사회 운영 힘쓴다 지난해 ESG 위원회 신설 ESG 관련 정책 수립 감독 기능 강화하고 감사 위원회 중심 내부통제 전문화 독립성 강화하기 위해 내 부회 평가 그룹 감사 위원회 직속 신설 했다 지난해 한국 기업 지배구조 KCGS ESG 평가 바이오 의약품 전문 기업 최초 통합 A 등급 획득 글로벌 ESG 평가 다우존스 지 속 가능 경 지수 전 세계 시가총액 상위 2500 개 기업 중 ESG 경영 수준 상위 10 기업 주어지는 DJSI 월드 지수 편입 됐다 특히 통합 영향 측정 관리 TIMM 방법론 적용 해 측정 결과 성 바이오 직스 지난해 창 출한 사회 가치 규모 총 1조 6000억원 이르는 나타났다 존림 성 바이오 직스 대표 ESG 대한 당사 선제 대응 아직 초기 단계 머물러 있는 CDMO 업계 ESG 도입 촉진 확산 하는 기 폭제 되길 기대한다며 앞 인류 건강 안전 환경 보호 하기 위 혁신 지속 하며 지속 가능한 CDMO ESG 선도 기업 도약 하겠다고 말 했다
22,0,두 ESG 보고서 발간 핵심 가치 세부 계획 수립 온실가스 배출 량 감축 협력 동반 성장 노력 지난해 창 출한 사회 가치 1조 6000억 원 규모 성 바이오 직스 ESG 보고서 표지 사진 공 성 바이오 직스 울 경제 성 바이오 직스 207940 지속 가능한 위탁 개발 생산 CDMO 기업 도약 선언 바이오 제약 업계 ESG 환경 사회 지배구조 경영 앞장선다 삼성 바이오 직스 지난 1년 간의 ESG 경영 주요 성과 향후 계획 집약 ESG 보고 서구 지속 가능 경영 보고서 발간 했다고 11일 밝혔다 올해 두 발간 된 보고서 성 바이오 직스 지속 가능한 삶 향 끊임없는 도전 Driven For A Sustainable Life 과제 아래 지속 가능한 환경 조성 환경 건강한 사회 구축 사회 책임 있는 비즈니스 활동 이행 거 버넌스 3 대 핵심 가치 선정 관련 9 가지 중점 영역 대한 세부 전략 수립 했다 먼저 성 바이오 직스 지속 가능한 환경 조성 일환 온실가스 배출 량 감축 주력 할 방침 지난해 온실가스 원 단위 배출량 전 대비 323 줄였으며 2026년 2021년 대비 직 간접 배출 온실가스 원 단위 배출량 543 밸류 체인 온실가스 원 단위 배출량 257 감축 한다는 목표 수립 했다 나아가 협력 물류 밸류 체인 배출 되는 온실가스 줄여 나가는 한편 RE 100 이니셔티브 과학 기반 감축 목표 이니셔티브 SBTi 글로벌 기후변화 대응 움직임 적극 동참 할 계획 현재 성 바이오 직스 영국 왕실 주도 기후변화 대응 이니셔티브 SMI 지 속 가능 시장 계획 위원회 CDMO 업계 대표 참여 해 공급망 탄소 배출 량 절감 방안 모색 중이 글로벌 탄소 정보공개 프로젝트 CDP 금융감독원 기후 환경 리스크 관리 모형 개발 프로젝트 프론티어 15 D 여러 기후변화 대응 활동 적극 참여 삼성 바이오 직스 건강한 사회 구축 하기 위 다양한 활동 전개 중이 먼저 협력 상생 경영 목표 ESG 관련 협력 행동 규범 강화하고 진단 지표 개발 하는 한편 핵심 협력 대해 서는 ESG 진단 실사 수행 중이 이를 통해 공급망 ESG 리스크 줄 협력 동반 성장 가능한 시스템 갖출 계획 협력 사를 포함 모든 임 직원 안전한 작업 환경 조성 하기 위 선제 대응 진행 중이 지난해 3월 24 개 부서 부서장 팀 리더 구성 된 중대 재해 근절 태스크포스 TF 설치 공정 위험성 평가 위험 작업 집중 관리 잠재 위험 발굴 개선 주력 성 바이오 직스 인천 지역 소외 계층 청소년 대상 장학금 전달 난치병 환 우 의료 비 지원 사업인 천시 4 개 종합병원 연 계 바이오 원부 자재 기 자재 기부 인근 대학 청소년 바이오 아카데미 지원 지역 사회 발전 기여 사회 약자 돌보기 위 사회 공헌 활동 활발히 전개 중이 올해 삼성 관계 사회 공헌 프로그램 참여 해 드림 클래스 소득 가정 가정 중학생 진로 체험 캠프 희망 디딤돌 기관 보호 종료 청소년 정착 자림 지원 다문화 가정 아동 청소년 지원 노인 관련 지원 노인 빈곤 건강 인권 여가 사회 문제 해결 적극 추진 할 계획 한편 책임 있는 비즈니스 활동 위해 실질 이사회 운영 힘쓰고 지난해 ESG 위원회 신설 해 ESG 관련 정책 수립 감독 기능 강화하고 있으며 감사 위원회 중심 내부통제 전문화 독립성 강화 위해 내 부회 평가 그룹 감사 위원회 직속 신설 했다 특히 통합 영향 측정 관리 TIMM 방법론 적용 해 측정 결과 성 바이오 직스 2021년 한 해 창 출한 사회 가치 규모 총 1조 6000억 원 이르는 나타났다 존림 성 바이오 직스 대표 ESG 대한 당사 선제 대응 아직 초기 단계 머물러 있는 CDMO 업계 ESG 도입 촉진 확산 하는 기 폭제 되길 기대한다며 앞 인류 건강 안전 환경 보호 하기 위 혁신 지속 하며 지속 가능한 CDMO ESG 선도 기업 도약 하겠다고 말 했다
