단어,개수
48.1%,1
줄었다.,1
하반기에도,1
적자가,1
발생하면,1
자본은,1
감소할,1
예상된다.아직,1
자본금이,1
11억원이지만,1
결손금이,1
누적되면,1
자본잠식으로,1
이어질,2
우려도,1
배제하긴,1
바이오업계,1
IR,1
담당자는,1
“뷰노의,1
단기적으로,1
자본,2
잠식과,1
원활한,1
현금흐름에,1
우려를,1
잠재우는,1
필요하다”고,1
지적했다.업계에서는,1
곧,1
추가,1
자본조달을,1
가능성도,1
높다고,1
“적자,1
지속이,1
추가적인,1
조달이,1
필요할,1
보인다”고,1
언급했다.이에,1
“상장사로서,1
열려있는,1
맞지만,1
당장,1
구체적인,1
세우고,1
있진,1
않다”며,1
“지금,1
현금,2
여력이,1
부족한,1
상황은,2
아니다”라고,1
해명했다.,1
단기금융상품을,1
현금성자산은,1
130억원,1
딥카스’로,1
반전,1
모색뷰노는,1
세웠던,1
목표치,1
달성이,1
지연되고,2
결정적으로,1
위험한,1
재무,1
아니라고,1
“예상했던,1
실적치를,1
시기가,1
목표치로,1
내세웠던,1
수치를,1
달성하지,1
못할,1
생각은,1
하지,1
않는다”며,1
“올해,2
하반기나,1
내년이면,1
개선이,2
강조했다.뷰노의,1
자신감은,1
Med-DeepCARS)’의,1
진출에,2
"지정됐으며,",1
8월부터는,1
진입했다.,1
병원에서,1
딥카스로,1
위험,1
감시,1
행위,1
1일당,1
가능해진,1
딥카스가,2
조만간,1
캐시카우,2
역할을,2
반영될,1
상반기부터는,2
측의,1
“뷰노메드,1
하면서,1
상당히,1
성장할,1
혁신,1
의료기기주요,1
망막질환,2
진단뷰노는,1
AI’가,1
싱가포르,3
보건과학청(HSA)으로부터,1
29일,3
밝혔다.뷰노메드,1
안구,1
속,1
뒷부분인,1
안저의,1
"당뇨망막병증,",1
"황반병성,",1
소견,1
병변의,1
위치를,1
수초,1
제시한다는,1
개발된,1
지정됐다.,1
인증으로,1
의료산업의,1
교두보인,1
기반을,1
마련했다고,1
2019년부터,1
2024년까지,1
8.7%씩,1
"성장해,",1
10억달러,1
전망된다.이예하,1
획득으로,1
입증해,1
솔루션이,1
싱가포르에,1
본격,1
진입할,1
말레이시아,1
사우디아라비아,1
연이은,1
강화에,1
매진하겠다”고,1
부대,1
예정AI,1
엑스레이,6
솔루션이동형,1
장비에,2
탑재되는,1
운영화면,1
예시./자료,1
제공=뷰노뷰노는,1
29일부터,1
코엑스에서,1
열리는,1
국제병원의료산업박람회(K-HOSPITAL,1
FAIR,1
2022)에,1
"참가해,",1
부대에,2
엑스레이(X-ray),1
2종을,1
전시한다고,1
28일,1
밝혔다.뷰노는,1
과학기술정보통신부,1
정보통신산업진흥원(NIPA)이,1
운영하는,1
부스에서,1
선보인다.,2
익스트리미티,1
엑스레이’는,1
심화학습(딥러닝)을,1
해부학상,1
어깨와,1
손끝까지의,1
부분을,1
말하는,1
상지(Upper,1
extremity),1
장병들의,1
부상이,1
잦은,1
"부위(손목,",1
"손,",1
"아래팔,",1
"팔꿈치,",1
"어깨,",1
위팔뼈),1
부위의,1
유무와,1
위치,1
솔루션은,1
획득했다.,1
거점병원,1
31개소에,1
시범,2
예정이다.또,1
이동형,1
흉부,2
엑스레이’를,1
제품도,1
별도의,1
차폐,1
시설,1
없이도,1
촬영이,1
가능하다는,1
AI를,1
초,1
이내에,1
격오지를,1
의료서비스가,1
가능하도록,1
설계돼,1
기반(인프라)이,1
낙후한,1
지역에서도,1
강원도,1
소재,1
5개,1
적용되고,1
있다.이들,1
NIPA,1
주관,1
진료·판독시스템,1
사업’의,1
일환으로,1
개발됐다.이예하,1
행사를,1
부대의,1
영상판독,1
전문의,1
부족,1
문제를,1
"해소하고,",1
의료시스템에서,1
효율성과,1
정확도를,1
향상시킬,1
선보이게,1
폐질환이나,1
척추,1
"골절,",1
무릎질환,1
군에서,1
위험이,1
질환의,1
"개발해,",1
장병의,1
건강증진과,1
보건의료,1
향상에,1
김소연,1
알체라(347860)는,4
420억5000만원,1
주주배정후,1
일반공모,1
31일,1
납입일은,1
"11월8일,",1
11월18일이다.이날,1
알체라는,2
0.2주를,1
배정하는,1
무상증자를,1
발행되는,1
신주는,1
359만188주이며,1
액면가액은,1
500원이다.,1
11월10일이다.,1
11월29일이다.,1
건아정보기술과,2
상황실,2
표출,1
구축사업,2
물품구매,2
기술지원,2
공시했다.이는,1
14억2748만원,1
규모이며,1
14.27%에,1
12월,1
7일까지다.,1
14억원,1
영상표출,1
계약금액,1
총액은,1
14억2747만원으로,1
14.27%,1
12월7일까지다.,1
현대모비스(012330)와,1
17억2000만원,1
인식성능,1
향상을,1
데이터베이스(DB),1
21일,1
17.19%에,1
3월24일까지다.,1
바이엘의,1
45억원,1
취득하기로,1
자기자본대비,1
27.18%에,1
